=== EFFECTIVE RECORD OFFSET ACCESS MAP ===
offset=0x40 count=26
  ref=0x02094694 literal=0x02179f70 base_offset=0x50 dst=r8 -> access=0x02094698 ldr r0, [r8, r5] disp=+0x0
  ref=0x020952d0 literal=0x02179f70 base_offset=0x50 dst=r0 -> access=0x020952d4 ldr r0, [r0, r1] disp=+0x0
  ref=0x0209606c literal=0x02179f70 base_offset=0x50 dst=r2 -> access=0x02096074 ldr r1, [r2, r1] disp=+0x0
  ref=0x02096b70 literal=0x02179f70 base_offset=0x50 dst=r3 -> access=0x02096b78 ldr r3, [r3, r2] disp=+0x0
  ref=0x02096e84 literal=0x02179f70 base_offset=0x50 dst=r0 -> access=0x02096e88 ldr r0, [r0, r2] disp=+0x0
  ref=0x02096fc8 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x02096fcc ldr r1, [r1, r0] disp=+0x0
  ref=0x02097018 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x0209701c ldr r0, [r1, r0] disp=+0x0
  ref=0x0209706c literal=0x02179f70 base_offset=0x50 dst=r7 -> access=0x02097074 ldr r3, [r7, r3] disp=+0x0
  ref=0x020973d8 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x020973e0 ldr r1, [r1, r2] disp=+0x0
  ref=0x02097588 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x02097590 ldr r0, [r1, r0] disp=+0x0
  ref=0x020979e4 literal=0x02179f70 base_offset=0x50 dst=r5 -> access=0x020979ec ldr r4, [r5, r4] disp=+0x0
  ref=0x02097a48 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x02097a50 ldr r0, [r1, r0] disp=+0x0
  ref=0x02097a98 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x02097aa0 ldr r0, [r1, r0] disp=+0x0
  ref=0x02097c58 literal=0x02179f70 base_offset=0x50 dst=r2 -> access=0x02097c60 ldr r1, [r2, r1] disp=+0x0
  ref=0x02097d44 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x02097d4c ldr r1, [r1, r2] disp=+0x0
  ref=0x0209ac10 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x0209ac18 ldr r1, [r1, r3] disp=+0x0
  ref=0x0209adf8 literal=0x02179f70 base_offset=0x50 dst=r4 -> access=0x0209ae00 ldr r0, [r4, r0] disp=+0x0
  ref=0x0209aec8 literal=0x02179f70 base_offset=0x50 dst=r2 -> access=0x0209aed0 ldr r1, [r2, r1] disp=+0x0
  ref=0x0209b128 literal=0x02179f70 base_offset=0x50 dst=r3 -> access=0x0209b130 ldr r4, [r3, r4] disp=+0x0
  ref=0x0209b29c literal=0x02179f70 base_offset=0x50 dst=r2 -> access=0x0209b2ac ldr r4, [r2, r3] disp=+0x0
  ref=0x0209b3ac literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x0209b3bc ldr r4, [r1, r3] disp=+0x0
  ref=0x0209c6a4 literal=0x02179f70 base_offset=0x50 dst=r2 -> access=0x0209c6ac ldr r2, [r2, r3] disp=+0x0
  ref=0x020b1958 literal=0x02179f70 base_offset=0x50 dst=r0 -> access=0x020b195c ldr r0, [r0, r1] disp=+0x0
  ref=0x020b2b40 literal=0x02179f70 base_offset=0x50 dst=r0 -> access=0x020b2b44 ldr r0, [r0, r1] disp=+0x0
  ref=0x020b7f40 literal=0x02179f70 base_offset=0x50 dst=r3 -> access=0x020b7f48 ldr r3, [r3, r0] disp=+0x0
  ref=0x020b8ee8 literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x020b8ef0 ldr r2, [r1, r0] disp=+0x0
  ref=0x020c3468 literal=0x02179f70 base_offset=0x50 dst=r0 -> access=0x020c3470 ldr r0, [r0, r2] disp=+0x0
  ref=0x020c359c literal=0x02179f70 base_offset=0x50 dst=r1 -> access=0x020c35a4 ldr r0, [r1, r2] disp=+0x0
  ref=0x020c3d4c literal=0x02179f70 base_offset=0x50 dst=r3 -> access=0x020c3d50 ldr r3, [r3, r4] disp=+0x0

=== UNRESOLVED FIELD DETAIL ===

FIELD 0x45 direct_pointer_accesses=0

FIELD 0x46 direct_pointer_accesses=0

FIELD 0x47 direct_pointer_accesses=0
